record_id,workload_type,compute_demand_TFlops,storage_demand_TB,network_demand_Gbps,energy_source,energy_consumption_kWh,renewable_share_percent,carbon_emissions_kgCO2,qso_optimization_score,uncertainty_factor,security_level,pqc_enabled,energy_efficiency_index,service_quality_index,secure_operations_score,workload_scenario,scenario_strategy,operational_cost_usd,performance_metric
DC0605,IoT Processing,344.8,144.15,20.43,Solar,30079.61,96.73,85.16,0.486,0.681,Quantum-Safe,1,0.888,0.52,0.782,Low,Conventional,27239.81,0.862
DC0606,AI Training,47.3,178.16,61.87,Solar,1795.93,43.93,249.55,0.739,0.064,Quantum-Safe,0,0.776,0.507,0.581,Medium,Carbon-Neutral Objective,72795.99,0.998
DC0607,IoT Processing,427.09,16.8,74.42,Grid,36710.12,64.29,850.47,0.867,0.396,Quantum-Safe,1,0.83,0.56,0.655,High,Balanced Approach,153756.82,0.975
DC0608,Database Queries,252.62,146.57,73.92,Wind,16852.99,17.17,1869.73,0.626,0.964,Medium,0,0.661,0.825,0.95,High,Conventional,123554.38,0.602
DC0609,Web Hosting,245.49,38.29,52.38,Wind,33587.74,71.48,1292.93,0.669,0.539,Quantum-Safe,1,0.741,0.784,0.844,Low,Conventional,25003.99,0.954
DC0610,Web Hosting,300.28,171.78,7.31,Grid,28272.34,93.93,1613.56,0.126,0.288,Medium,0,0.809,0.777,0.993,Low,Conventional,171186.12,0.627
DC0611,IoT Processing,414.09,163.99,37.43,Solar,17793.82,61.81,959.43,0.946,0.12,Quantum-Safe,0,0.702,0.516,0.884,Low,Carbon-Neutral Objective,122266.69,0.981
DC0612,IoT Processing,180.43,108.62,92.12,Hybrid,7594.24,21.35,755.25,0.133,0.704,Medium,0,0.599,0.735,0.971,High,Energy-Efficient Focus,192366.84,0.713
DC0613,AI Training,342.23,142.34,58.65,Solar,5626.53,62.35,261.38,0.775,0.645,Medium,1,0.981,0.962,0.608,Medium,Conventional,135686.17,0.753
DC0614,IoT Processing,287.21,63.56,54.06,Hybrid,41744.4,78.97,1758.07,0.265,0.374,Quantum-Safe,0,0.756,0.699,0.886,Medium,Performance-Driven Strategy,39159.1,0.637
DC0615,IoT Processing,140.84,94.76,27.25,Solar,46001.48,46.58,1577.16,0.934,0.951,Quantum-Safe,1,0.867,0.812,0.51,Medium,Carbon-Neutral Objective,97387.76,0.645
DC0616,Cloud Storage,440.53,164.51,37.16,Solar,32839.61,89.19,377.83,0.72,0.022,Low,1,0.706,0.89,0.835,Peak,Energy-Efficient Focus,131457.03,0.891
DC0617,Database Queries,400.74,92.39,89.59,Grid,6068.27,68.38,1048.91,0.754,0.304,Medium,0,0.678,0.892,0.735,High,Performance-Driven Strategy,10511.62,0.978
DC0618,IoT Processing,332.64,72.2,66.81,Grid,20699.33,90.93,1000.38,0.219,0.921,Low,0,0.704,0.76,0.673,Low,Carbon-Neutral Objective,7907.5,0.844
DC0619,Web Hosting,426.79,99.35,78.85,Wind,36718.02,66.12,1268.93,0.443,0.321,Quantum-Safe,1,0.705,0.929,0.931,Peak,Energy-Efficient Focus,30233.59,0.886
DC0620,AI Training,434.97,165.82,45.71,Grid,39211.22,21.82,1895.06,0.618,0.252,Medium,1,0.772,0.696,0.927,High,Energy-Efficient Focus,54074.56,0.905
DC0621,Web Hosting,357.1,67.71,63.21,Wind,6792.71,37.87,1180.55,0.77,0.534,Quantum-Safe,0,0.772,0.944,0.511,High,Performance-Driven Strategy,88762.08,0.705
DC0622,IoT Processing,420.14,35.58,25.21,Wind,1001.51,28.16,1103.42,0.104,0.824,Quantum-Safe,0,0.749,0.62,0.805,Low,Energy-Efficient Focus,100050.89,0.618
DC0623,AI Training,351.76,142.69,70.69,Grid,35894.72,91.79,148.13,0.962,0.103,Quantum-Safe,0,0.567,0.64,0.684,Renewable Boost,Balanced Approach,31915.38,0.601
DC0624,Database Queries,343.27,165.37,43.05,Hybrid,18473.21,78.44,172.67,0.89,0.943,Low,1,0.748,0.527,0.708,Peak,Performance-Driven Strategy,136311.36,0.74
DC0625,Cloud Storage,313.12,21.03,44.53,Wind,13469.59,70.88,415.33,0.27,0.795,Medium,0,0.585,0.898,0.916,Medium,Energy-Efficient Focus,121246.92,0.697
DC0626,Cloud Storage,378.83,48.73,65.11,Hybrid,1631.98,37.09,113.32,0.823,0.181,High,1,0.563,0.709,0.655,Peak,Performance-Driven Strategy,62420.5,0.625
DC0627,AI Training,87.72,29.25,93.66,Wind,27474.67,26.56,1499.54,0.518,0.712,High,1,0.966,0.615,0.972,Medium,Balanced Approach,7663.68,0.672
DC0628,Web Hosting,441.63,70.24,6.87,Grid,42706.39,78.08,1460.49,0.462,0.385,Medium,1,0.802,0.616,0.59,Medium,Energy-Efficient Focus,20141.34,0.65
DC0629,Cloud Storage,437.2,90.62,82.56,Hybrid,47923.95,52.67,315.31,0.314,0.402,Low,0,0.83,0.951,0.831,Renewable Boost,Balanced Approach,81380.48,0.966
DC0630,Database Queries,24.33,150.02,29.59,Grid,28721.5,30.32,1680.35,0.581,0.783,Low,0,0.701,0.917,0.836,Renewable Boost,Energy-Efficient Focus,35025.0,0.656
DC0631,Database Queries,414.65,130.58,44.67,Hybrid,26208.61,65.5,351.83,0.73,0.963,Low,1,0.954,0.777,0.626,Medium,Conventional,78479.82,0.815
DC0632,Web Hosting,73.15,124.56,2.68,Wind,5167.76,13.63,637.29,0.411,0.127,Low,1,0.819,0.808,0.662,Renewable Boost,Conventional,127495.61,0.837
DC0633,IoT Processing,174.21,71.12,30.45,Hybrid,27894.77,39.36,535.5,0.629,0.421,Medium,0,0.885,0.737,0.917,Peak,Conventional,111711.3,0.817
DC0634,AI Training,374.32,168.45,50.51,Hybrid,19618.97,52.17,776.0,0.699,0.481,Quantum-Safe,0,0.684,0.696,0.881,Peak,Performance-Driven Strategy,50079.3,0.64
DC0635,IoT Processing,88.77,94.79,6.09,Grid,30749.63,23.32,546.59,0.711,0.376,High,0,0.98,0.958,0.665,High,Balanced Approach,72045.39,0.728
DC0636,AI Training,410.8,195.84,49.36,Grid,20047.59,98.62,1003.45,0.052,0.363,Low,0,0.91,0.563,0.767,High,Energy-Efficient Focus,124736.08,0.621
DC0637,Database Queries,417.75,127.19,92.75,Solar,12774.66,28.82,844.45,0.86,0.052,Low,0,0.927,0.709,0.531,Peak,Carbon-Neutral Objective,172866.73,0.758
DC0638,Web Hosting,258.66,26.13,10.99,Wind,5653.3,21.73,1973.81,0.458,0.686,Medium,1,0.586,0.672,0.604,Low,Carbon-Neutral Objective,151876.62,0.675
DC0639,Cloud Storage,13.13,135.56,76.56,Hybrid,16431.0,28.32,159.06,0.262,0.436,Low,1,0.635,0.749,0.743,Medium,Balanced Approach,112913.01,0.825
DC0640,Cloud Storage,150.65,65.7,41.26,Solar,5735.6,79.22,327.25,0.242,0.195,Low,0,0.643,0.729,0.543,High,Balanced Approach,75647.13,0.877
DC0641,IoT Processing,312.29,137.58,65.69,Wind,9667.95,48.3,153.01,0.483,0.816,Medium,1,0.635,0.759,0.922,Low,Carbon-Neutral Objective,76185.0,0.813
DC0642,AI Training,490.78,14.86,26.39,Grid,49379.47,60.89,1270.39,0.887,0.803,Medium,0,0.928,0.57,0.859,Peak,Performance-Driven Strategy,176486.38,0.774
DC0643,IoT Processing,319.59,35.8,16.37,Grid,22761.07,11.89,156.29,0.378,0.486,Low,1,0.516,0.757,0.972,Low,Energy-Efficient Focus,12652.5,0.755
DC0644,IoT Processing,137.3,171.29,16.47,Grid,27061.72,13.1,1681.06,0.75,0.298,Quantum-Safe,1,0.538,0.621,0.847,Low,Energy-Efficient Focus,197656.62,0.937
DC0645,AI Training,320.66,46.21,7.51,Hybrid,43807.31,50.12,1048.28,0.097,0.638,Quantum-Safe,0,0.637,0.592,0.97,High,Performance-Driven Strategy,134553.21,0.688
DC0646,Cloud Storage,274.59,167.57,18.97,Wind,49782.88,83.5,1077.66,0.476,0.288,High,1,0.6,0.532,0.777,Medium,Conventional,137821.85,0.894
DC0647,Web Hosting,392.12,56.58,66.59,Solar,29553.01,89.67,1145.11,0.992,0.236,High,1,0.616,0.881,0.8,Renewable Boost,Balanced Approach,12409.58,0.903
DC0648,AI Training,62.42,128.93,88.23,Solar,40811.22,17.8,383.09,0.77,0.731,Quantum-Safe,1,0.899,0.714,0.988,Medium,Conventional,123078.21,0.768
DC0649,AI Training,382.9,139.14,81.51,Solar,17020.11,58.45,435.5,0.211,0.04,High,1,0.782,0.813,0.821,Renewable Boost,Conventional,99531.72,0.719
DC0650,AI Training,275.22,103.02,68.67,Grid,15981.45,92.19,671.69,0.501,0.095,Quantum-Safe,1,0.503,0.864,0.515,Medium,Carbon-Neutral Objective,25626.89,0.788
DC0651,IoT Processing,481.87,61.76,11.49,Grid,20732.48,44.92,1207.32,0.234,0.007,Low,1,0.715,0.84,0.862,High,Conventional,59194.79,0.637
DC0652,Cloud Storage,177.52,43.32,29.27,Hybrid,33952.86,84.66,459.73,0.41,0.153,High,1,0.704,0.735,0.953,High,Carbon-Neutral Objective,178611.32,0.618
DC0653,Cloud Storage,319.98,7.6,31.33,Grid,34427.39,22.03,276.85,0.78,0.069,Low,0,0.557,0.694,0.898,Medium,Conventional,112247.74,0.645
DC0654,Database Queries,466.69,61.49,25.37,Solar,16446.73,94.19,1941.73,0.771,0.996,High,0,0.838,0.688,0.792,Peak,Balanced Approach,85616.23,0.675
DC0655,Web Hosting,60.23,130.98,51.74,Wind,7527.29,77.63,92.86,0.228,0.289,Medium,0,0.851,0.82,0.836,Low,Performance-Driven Strategy,19173.02,0.802
DC0656,Cloud Storage,469.24,187.72,53.79,Wind,31987.42,94.72,1615.26,0.922,0.149,Low,1,0.86,0.747,0.995,Medium,Conventional,144253.7,0.94
DC0657,Cloud Storage,347.06,174.37,36.01,Grid,7287.97,70.9,1586.67,0.593,0.241,High,1,0.864,0.925,0.545,Peak,Conventional,142055.91,0.694
DC0658,IoT Processing,43.24,153.45,35.7,Solar,29346.13,42.71,629.57,0.38,0.936,High,1,0.5,0.937,0.834,Renewable Boost,Balanced Approach,124738.5,0.974
DC0659,Web Hosting,157.47,157.9,82.94,Grid,34977.68,94.44,314.47,0.502,0.52,High,0,0.977,0.585,0.642,High,Balanced Approach,104501.22,0.982
DC0660,Database Queries,357.0,133.33,79.03,Solar,35329.96,34.8,333.98,0.605,0.365,Low,1,0.907,0.568,0.82,Medium,Balanced Approach,89587.96,0.984
DC0661,Web Hosting,43.0,52.8,31.13,Hybrid,37920.13,39.9,1409.99,0.56,0.873,Medium,0,0.952,0.815,0.804,Peak,Performance-Driven Strategy,120687.86,0.935
DC0662,AI Training,295.26,181.53,91.42,Solar,43770.11,73.07,1303.47,0.486,0.395,Low,1,0.508,0.651,0.577,High,Carbon-Neutral Objective,50512.11,0.746
DC0663,Web Hosting,179.48,134.48,95.31,Grid,25497.99,78.88,1576.35,0.505,0.335,Quantum-Safe,1,0.967,0.509,0.603,Renewable Boost,Carbon-Neutral Objective,188545.52,0.629
DC0664,AI Training,314.25,112.53,33.01,Solar,36782.21,93.65,1878.09,0.176,0.207,Quantum-Safe,1,0.905,0.944,0.811,High,Energy-Efficient Focus,119814.93,0.828
DC0665,IoT Processing,32.41,23.09,35.77,Wind,31339.46,28.43,1399.26,0.813,0.378,Medium,0,0.919,0.613,0.564,Medium,Conventional,65682.53,0.823
DC0666,Web Hosting,437.05,89.96,50.81,Hybrid,10145.36,81.82,353.91,0.542,0.317,Quantum-Safe,1,0.547,0.965,0.633,High,Carbon-Neutral Objective,92687.57,0.94
DC0667,Database Queries,487.01,92.61,94.14,Solar,2258.79,76.47,524.71,0.131,0.677,Medium,1,0.869,0.859,0.918,Peak,Balanced Approach,162108.53,0.998
DC0668,IoT Processing,484.75,173.05,87.69,Wind,14942.53,15.74,1692.28,0.766,0.29,Medium,1,0.98,0.881,0.664,High,Energy-Efficient Focus,36515.13,0.803
DC0669,Database Queries,377.33,109.78,10.71,Hybrid,22708.65,44.85,458.15,0.932,0.577,Quantum-Safe,0,0.839,0.601,0.744,Renewable Boost,Conventional,62102.95,0.738
DC0670,Database Queries,73.74,76.7,39.58,Hybrid,31238.19,35.45,191.42,0.947,0.066,Quantum-Safe,1,0.785,0.617,0.971,Medium,Balanced Approach,137504.06,0.674
DC0671,Database Queries,381.55,195.38,55.56,Solar,42648.01,37.4,1421.4,0.369,0.191,Medium,1,0.973,0.761,0.614,Low,Conventional,66520.4,0.602
DC0672,Cloud Storage,22.05,23.03,50.56,Solar,10616.04,98.47,834.93,0.136,0.407,Quantum-Safe,1,0.721,0.586,0.695,Renewable Boost,Conventional,159537.83,0.804
DC0673,Web Hosting,20.84,85.09,19.79,Solar,7151.94,67.85,1844.08,0.518,0.937,Quantum-Safe,1,0.8,0.653,0.803,Low,Energy-Efficient Focus,30438.43,0.822
DC0674,Database Queries,168.57,9.36,85.95,Hybrid,48210.52,74.59,1318.0,0.113,0.377,Low,0,0.738,0.661,0.878,Peak,Conventional,153723.8,0.93
DC0675,Database Queries,249.44,148.24,67.86,Wind,6294.18,97.9,226.32,0.934,0.664,Low,1,0.966,0.58,0.951,Low,Carbon-Neutral Objective,18328.58,0.802
DC0676,Cloud Storage,387.5,183.7,83.87,Hybrid,24446.06,43.95,1898.32,0.184,0.255,High,0,0.538,0.603,0.958,Low,Conventional,7455.56,0.967
DC0677,Web Hosting,344.81,56.73,85.95,Grid,29692.62,82.17,554.19,0.253,0.127,Low,0,0.751,0.894,0.888,High,Performance-Driven Strategy,180153.59,0.851
DC0678,Database Queries,228.49,171.81,74.96,Grid,27527.35,49.11,707.56,0.407,0.059,Quantum-Safe,1,0.843,0.584,0.614,Renewable Boost,Conventional,118361.15,0.936
DC0679,Web Hosting,144.08,59.15,44.2,Wind,5215.58,88.26,834.41,0.383,0.305,Quantum-Safe,1,0.896,0.514,0.512,Renewable Boost,Conventional,73606.24,0.659
DC0680,Web Hosting,498.59,182.24,61.25,Grid,3794.32,26.26,149.89,0.795,0.158,Low,1,0.792,0.815,0.692,High,Conventional,50355.95,0.942
DC0681,IoT Processing,218.83,151.04,16.46,Wind,6168.69,95.29,1018.21,0.456,0.174,Low,1,0.954,0.988,0.571,Low,Carbon-Neutral Objective,125292.73,0.87
DC0682,Database Queries,231.18,161.18,67.53,Hybrid,29693.8,29.69,290.47,0.171,0.761,Quantum-Safe,0,0.971,0.666,0.855,Peak,Balanced Approach,104255.43,0.668
DC0683,IoT Processing,90.18,4.58,18.34,Grid,27672.9,39.36,831.89,0.267,0.016,Low,1,0.532,0.559,0.831,High,Energy-Efficient Focus,198361.57,0.676
DC0684,AI Training,399.46,192.6,69.55,Hybrid,12453.3,78.06,733.88,0.509,0.558,High,1,0.701,0.785,0.522,Renewable Boost,Energy-Efficient Focus,196727.12,0.971
DC0685,Database Queries,349.9,145.61,23.35,Grid,32250.93,45.44,1557.04,0.147,0.379,Medium,0,0.512,0.953,0.918,Peak,Balanced Approach,128829.79,0.613
DC0686,Database Queries,118.18,61.65,12.2,Wind,41183.31,64.74,1616.18,0.612,0.507,Medium,1,0.665,0.892,0.624,Renewable Boost,Conventional,91359.75,0.785
DC0687,Cloud Storage,50.37,166.05,16.95,Solar,3037.37,50.01,349.16,0.566,0.563,Quantum-Safe,1,0.768,0.811,0.716,Peak,Balanced Approach,100772.49,0.725
DC0688,AI Training,343.44,57.02,0.7,Hybrid,25408.37,76.81,764.77,0.715,0.313,High,1,0.955,0.658,0.834,High,Conventional,138083.42,0.866
DC0689,AI Training,330.71,174.68,72.01,Grid,34776.21,30.55,778.04,0.938,0.295,Medium,1,0.923,0.771,0.715,Peak,Conventional,24807.04,0.936
DC0690,Cloud Storage,143.9,23.4,73.37,Hybrid,13363.28,15.26,345.25,0.912,0.733,High,1,0.564,0.546,0.721,Medium,Conventional,69028.65,0.744
DC0691,Cloud Storage,475.92,141.03,51.74,Wind,16080.77,36.99,1606.98,0.946,0.871,Quantum-Safe,1,0.547,0.839,0.533,Peak,Energy-Efficient Focus,19678.09,0.771
DC0692,Web Hosting,84.02,108.6,16.56,Hybrid,31068.26,52.69,1429.1,0.245,0.193,Low,0,0.795,0.863,0.701,Low,Balanced Approach,19305.35,0.993
DC0693,Database Queries,221.84,20.21,8.81,Hybrid,44998.83,25.12,421.24,0.132,0.098,Medium,1,0.766,0.983,0.882,High,Energy-Efficient Focus,43188.65,0.914
DC0694,Web Hosting,472.37,49.14,2.4,Wind,40686.3,41.93,765.11,0.302,0.898,Quantum-Safe,0,0.633,0.63,0.958,Renewable Boost,Conventional,99624.38,0.959
DC0695,IoT Processing,215.67,3.47,16.99,Wind,29573.38,46.0,256.32,0.895,0.35,High,0,0.95,0.509,0.707,Renewable Boost,Balanced Approach,158030.99,0.776
DC0696,AI Training,322.88,94.28,89.14,Hybrid,36780.86,15.17,1275.0,0.972,0.551,Medium,1,0.964,0.773,0.712,Renewable Boost,Carbon-Neutral Objective,99671.7,0.694
DC0697,IoT Processing,204.82,60.95,24.53,Grid,18876.3,62.5,286.68,0.859,0.36,Medium,0,0.701,0.853,0.851,Low,Balanced Approach,70417.94,0.765
DC0698,Cloud Storage,144.37,120.07,35.75,Solar,32407.31,89.59,1972.57,0.11,0.126,High,0,0.945,0.895,0.971,Peak,Energy-Efficient Focus,21058.83,0.886
DC0699,Database Queries,492.15,60.15,10.98,Hybrid,23842.9,23.66,1572.33,0.947,0.589,Low,0,0.692,0.597,0.634,Peak,Performance-Driven Strategy,112307.63,0.644
DC0700,AI Training,210.57,60.68,22.62,Wind,10306.87,63.8,810.97,0.423,0.525,Low,0,0.868,0.631,0.72,High,Conventional,57897.37,0.708
DC0701,Web Hosting,448.11,148.9,52.16,Hybrid,35385.18,69.83,1178.2,0.009,0.203,Quantum-Safe,0,0.738,0.756,0.898,Renewable Boost,Energy-Efficient Focus,124912.16,0.619
DC0702,IoT Processing,122.68,10.58,60.97,Grid,28266.77,47.74,1827.12,0.442,0.452,High,0,0.561,0.665,0.805,Low,Energy-Efficient Focus,195551.61,0.773
DC0703,IoT Processing,114.42,180.68,24.91,Hybrid,18572.46,73.1,1130.49,0.046,0.797,Medium,0,0.964,0.93,0.555,Renewable Boost,Balanced Approach,26706.29,0.931
DC0704,Web Hosting,25.26,170.6,6.24,Grid,45655.62,46.97,390.27,0.544,0.59,High,0,0.727,0.737,0.814,High,Balanced Approach,46364.45,0.61
DC0705,Web Hosting,329.32,133.89,39.41,Grid,2025.77,55.42,788.47,0.339,0.097,Medium,0,0.867,0.9,0.593,Low,Performance-Driven Strategy,97253.43,0.87
DC0706,IoT Processing,190.58,119.05,23.8,Wind,16472.88,10.66,1694.13,0.473,0.548,Medium,0,0.684,0.79,0.755,High,Energy-Efficient Focus,193879.69,0.973
DC0707,Web Hosting,433.54,178.57,22.35,Grid,3787.19,72.25,1306.22,0.613,0.703,Low,0,0.509,0.887,0.765,Medium,Performance-Driven Strategy,155502.91,0.695
DC0708,Web Hosting,241.87,37.88,96.01,Hybrid,38559.84,69.52,1318.91,0.869,0.793,Low,0,0.55,0.666,0.938,Peak,Balanced Approach,180154.69,0.877
DC0709,AI Training,484.41,16.71,61.82,Solar,35403.27,13.46,1740.3,0.662,0.629,Low,1,0.748,0.916,0.731,Peak,Performance-Driven Strategy,70074.4,0.99
DC0710,AI Training,100.91,48.66,55.91,Hybrid,17236.26,43.14,1793.25,0.434,0.153,Medium,0,0.845,0.637,0.64,High,Balanced Approach,198447.5,0.985
DC0711,IoT Processing,435.63,159.12,41.87,Wind,34107.48,98.11,1843.6,0.819,0.71,High,1,0.667,0.773,0.615,Medium,Balanced Approach,25052.4,0.694
DC0712,Web Hosting,390.53,7.9,43.18,Wind,20400.92,47.87,234.96,0.906,0.677,Medium,0,0.848,0.607,0.937,Medium,Conventional,15329.72,0.64
DC0713,AI Training,387.75,116.98,54.32,Hybrid,38056.44,55.18,1111.05,0.12,0.024,High,1,0.849,0.738,0.586,Medium,Balanced Approach,171842.51,0.659
DC0714,IoT Processing,423.94,199.09,69.79,Grid,23255.0,91.89,1493.99,0.532,0.412,Quantum-Safe,1,0.852,0.659,0.713,Low,Energy-Efficient Focus,185816.65,0.881
DC0715,IoT Processing,382.9,171.28,70.36,Grid,21201.71,74.55,1526.01,0.285,0.333,High,1,0.746,0.633,0.594,Low,Energy-Efficient Focus,22664.14,0.89
DC0716,IoT Processing,316.85,104.77,17.58,Grid,46801.77,62.39,1233.1,0.047,0.669,Quantum-Safe,0,0.957,0.983,0.887,Peak,Performance-Driven Strategy,27118.35,0.87
DC0717,Cloud Storage,74.31,13.66,50.26,Grid,13293.08,81.8,375.24,0.669,0.216,Low,0,0.745,0.58,0.737,Peak,Performance-Driven Strategy,11468.96,0.734
DC0718,Database Queries,25.94,166.44,41.49,Wind,6901.92,87.79,1604.97,0.863,0.591,Medium,1,0.725,0.894,0.676,Medium,Carbon-Neutral Objective,25378.97,0.668
DC0719,AI Training,461.22,120.2,87.12,Hybrid,29642.61,51.12,1454.22,0.163,0.913,Low,1,0.6,0.992,0.681,Peak,Carbon-Neutral Objective,45836.86,0.832
DC0720,AI Training,312.16,23.87,63.33,Hybrid,48496.77,52.76,217.96,0.812,0.798,Medium,1,0.654,0.51,0.926,Medium,Energy-Efficient Focus,194164.94,0.793
DC0721,Cloud Storage,400.3,19.68,53.48,Grid,19514.12,44.74,954.43,0.853,0.921,Low,0,0.521,0.85,0.777,Low,Carbon-Neutral Objective,135232.74,0.892
DC0722,Database Queries,245.95,182.02,11.98,Solar,4039.8,97.0,389.26,0.914,0.979,Quantum-Safe,0,0.817,0.626,0.859,Renewable Boost,Performance-Driven Strategy,156817.84,0.777
DC0723,Cloud Storage,67.48,134.17,60.76,Grid,17625.96,72.74,708.08,0.265,0.011,Medium,0,0.624,0.52,0.949,Peak,Performance-Driven Strategy,156347.18,0.735
DC0724,AI Training,71.34,166.03,12.16,Solar,25790.65,17.49,85.26,0.904,0.623,High,1,0.652,0.701,0.951,Medium,Energy-Efficient Focus,109339.38,0.717
DC0725,AI Training,345.93,175.92,34.05,Solar,8934.23,87.67,830.64,0.321,0.413,Low,1,0.885,0.968,0.664,High,Performance-Driven Strategy,160510.35,0.685
DC0726,IoT Processing,220.85,114.78,14.71,Wind,33247.01,53.25,1122.26,0.552,0.86,Quantum-Safe,1,0.664,0.506,0.976,Medium,Performance-Driven Strategy,121182.47,0.706
DC0727,Database Queries,108.26,103.97,69.36,Solar,49889.72,16.19,1258.19,0.051,0.252,Quantum-Safe,0,0.621,0.794,0.512,Peak,Carbon-Neutral Objective,66336.49,0.638
DC0728,Web Hosting,250.88,86.66,21.02,Solar,23135.23,59.47,1343.81,0.044,0.981,Medium,1,0.585,0.751,0.688,Low,Carbon-Neutral Objective,114416.47,0.739
DC0729,Web Hosting,41.46,64.07,39.49,Solar,18381.7,47.54,1680.77,0.72,0.614,Low,1,0.887,0.937,0.948,Medium,Carbon-Neutral Objective,109034.17,0.615
DC0730,IoT Processing,295.17,87.48,89.62,Wind,20634.5,89.0,470.15,0.444,0.794,Low,0,0.565,0.542,0.637,High,Carbon-Neutral Objective,165573.35,0.675
DC0731,Cloud Storage,141.81,155.0,20.83,Solar,6642.16,28.36,284.94,0.256,0.086,High,1,0.727,0.841,0.637,Medium,Balanced Approach,196436.81,0.899
DC0732,Cloud Storage,400.8,120.78,51.03,Hybrid,44280.41,84.38,1710.5,0.19,0.183,High,1,0.753,0.84,0.651,High,Carbon-Neutral Objective,85153.3,0.73
DC0733,AI Training,162.08,178.61,42.22,Hybrid,21326.46,60.19,355.39,0.67,0.758,Low,1,0.844,0.835,0.806,High,Balanced Approach,153861.18,0.867
DC0734,Web Hosting,233.06,89.23,2.3,Wind,19976.45,14.91,1950.78,0.0,0.022,High,1,0.817,0.971,0.719,Low,Balanced Approach,24453.79,0.887
DC0735,AI Training,15.69,121.81,79.38,Solar,33324.82,97.47,1692.95,0.806,0.817,Low,1,0.905,0.912,0.863,Renewable Boost,Conventional,156482.12,0.832
DC0736,AI Training,45.5,126.63,7.37,Hybrid,22659.64,56.14,1026.71,0.079,0.014,Low,1,0.522,0.521,0.947,Medium,Energy-Efficient Focus,77426.3,0.983
DC0737,IoT Processing,202.32,118.75,47.69,Solar,32763.44,36.18,1963.77,0.191,0.657,Quantum-Safe,0,0.648,0.736,0.837,Peak,Carbon-Neutral Objective,12681.08,0.609
DC0738,Web Hosting,245.17,140.82,56.29,Grid,4010.87,52.25,239.88,0.386,0.365,Medium,1,0.64,0.699,0.602,Renewable Boost,Conventional,75833.0,0.895
DC0739,Cloud Storage,304.01,48.25,63.03,Wind,40872.44,87.21,640.98,0.485,0.611,Low,1,0.573,0.655,0.966,High,Performance-Driven Strategy,124075.34,0.984
DC0740,IoT Processing,152.91,102.96,69.02,Grid,47084.69,37.44,1294.54,0.355,0.696,Quantum-Safe,0,0.645,0.726,0.632,Low,Performance-Driven Strategy,28253.78,0.945
DC0741,AI Training,350.54,21.74,25.7,Hybrid,32789.5,27.34,732.51,0.321,0.342,Quantum-Safe,1,0.655,0.692,0.575,Low,Conventional,185186.73,0.667
DC0742,Web Hosting,431.46,77.52,1.49,Solar,47773.73,21.62,1860.33,0.964,0.108,Low,1,0.761,0.716,0.545,Low,Carbon-Neutral Objective,20146.12,0.731
DC0743,AI Training,392.13,98.05,72.48,Grid,8420.18,36.81,177.97,0.642,0.07,Low,1,0.832,0.99,0.782,High,Conventional,186351.31,0.669
DC0744,AI Training,29.41,130.79,53.8,Solar,24393.39,80.2,1121.35,0.023,0.589,Quantum-Safe,0,0.691,0.544,0.557,High,Conventional,142891.82,0.841
DC0745,Cloud Storage,245.45,190.16,83.69,Grid,30488.53,52.45,1202.19,0.43,0.521,High,1,0.86,0.961,0.569,Renewable Boost,Performance-Driven Strategy,69293.87,0.885
DC0746,Cloud Storage,61.42,120.53,82.23,Grid,29505.1,30.47,1322.82,0.875,0.742,Medium,0,0.668,0.74,0.65,Renewable Boost,Energy-Efficient Focus,81196.32,0.727
DC0747,Web Hosting,128.6,148.98,84.41,Solar,20671.63,24.96,548.55,0.301,0.51,Low,0,0.645,0.812,0.641,Medium,Carbon-Neutral Objective,149457.83,0.816
DC0748,AI Training,493.46,101.75,48.77,Hybrid,17566.14,39.95,760.9,0.095,0.422,High,1,0.771,0.915,0.802,Low,Performance-Driven Strategy,122286.86,0.876
DC0749,Database Queries,79.82,127.19,33.7,Solar,7214.38,94.59,1695.18,0.758,0.398,Low,1,0.512,0.68,0.908,Low,Balanced Approach,135970.37,0.769
DC0750,Database Queries,254.46,15.12,79.26,Solar,20195.38,40.87,430.14,0.606,0.026,Low,1,0.54,0.715,0.881,Low,Conventional,80887.1,0.942
DC0751,Web Hosting,312.9,51.62,45.4,Wind,8970.38,98.93,1662.39,0.57,0.336,Quantum-Safe,1,0.709,0.705,0.631,High,Carbon-Neutral Objective,100123.63,0.909
DC0752,Web Hosting,354.21,73.01,18.75,Hybrid,36983.92,53.67,1147.18,0.054,0.976,Low,0,0.971,0.687,0.623,Peak,Energy-Efficient Focus,198024.16,0.626
DC0753,Database Queries,284.23,95.03,85.57,Wind,11232.72,26.12,1536.27,0.14,0.874,High,1,0.861,0.963,0.983,Low,Carbon-Neutral Objective,46714.96,0.848
DC0754,Web Hosting,14.79,10.08,88.31,Wind,3869.7,90.2,1441.53,0.623,0.329,Low,1,0.544,0.914,0.504,Medium,Conventional,86481.96,0.694
DC0755,Database Queries,169.97,28.86,46.9,Hybrid,28065.94,51.43,454.65,0.208,0.588,High,1,0.923,0.554,0.94,Peak,Balanced Approach,61905.52,0.823
DC0756,AI Training,263.68,56.09,8.03,Solar,30166.26,73.87,1159.18,0.504,0.847,Low,0,0.866,0.554,0.6,High,Conventional,154196.74,0.983
